"","Gras","PCDF","InDF","PJW","PIPO","Salp","Mixd","Hdwd","CaCr","DeSc","MMsh","Sgbr","Shsp","D2WUI","D2Rd","RiverD","DEM","Slop","P90Ao","PPAo","PWAo","PAo","PP2GAo","T90Mn","T90Ao","TPAo","TWAo","TAo","TP2GAo","WMx","WMn","H90Ao","HAo","HPAo","HWAo","LOshp","Calacre_ha","FSH","FSH_PRO"
"31",0,0,0,0,0,0,0,0,0,0.010617761,0,0.000965251,0.883204633,31207.95159,22765.17372,0.132514378,1187.354639,3.042158155,-0.077282065153122,0.133432860467948,-0.0663319276828392,-0.191380310058594,-0.236195896186081,25.284562174479,8.08748919169102,-0.0980775122549744,10.370895647535,14.297232437134,0.022685530918011,3.7041871547699,2.71943068504333,-9.54725706312392,-17.2074516296387,1.39371393241134,-11.3293447681502,1,6083.995986,34.2,0.005621305
"32",3.9e-05,0,0,0,0,0,0,3.9e-05,0,0.000195038,0,0.000370573,0.815532844,13334.8208,22456.86029,0.121621014,1134.546621,3.435649338,-0.331943466597133,0.0821600513520583,-0.183965419047798,-0.65013461834506,-0.235892001709907,28.689065212674,10.408271068997,-0.0278307347520013,10.563277587392,9.12919506273801,0.061971926221986,6.12963771820068,3.19322941805187,-10.0609150780572,-15.5060521175987,1.93206653719634,-9.84566058987885,1,131253.9334,0,0
"33",0,0,0,0,0,0,0,0,0,0.002777778,0,0,0.969444444,34887.96357,25692.97196,0.133714803,1223.993516,2.896841677,-0.31145944694678,0.121023313087576,-0.0858706376131844,-0.702825129032135,-0.262012042251288,27.226686943902,10.129208077325,-0.0320526073180076,10.358562855939,11.670483779907,0.138418384627016,3.61629939079285,2.90187363624573,-10.4471809281243,-20.4179527282715,1.64622275657903,-10.5261309879278,1,1124.459258,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0.923529412,7827.165157,18875.74181,0.126514405,926.5090221,3.720605715,-0.394525637560421,0.120677766457103,-0.158113780364492,-0.479373617814137,-0.246030091460234,29.646513197157,11.380567762587,0.230696297939005,10.839039422328,7.394602848933,0.119237725251992,6.16167783737183,3.47857416593111,-11.7653503100077,-14.2662255213811,1.15975700328553,-11.2637602238873,1,673.1995559,0,0
"35",0,0,0,0.014705882,0,0,0,0,0,0.004901961,0,0.406862745,0.264705882,6647.317474,4284.632545,0.077404077,1430.489723,8.217118063,-0.290041824844148,0.30633531423176,0.170184656101115,-0.710880202054977,-0.334770363530302,25.097577582465,8.684123526679,-0.757478290133974,10.066675610012,14.156805038452,-0.224348766352023,5.46148490905762,3.95240683555603,-9.14212107128567,-18.5238577842712,4.44522164538016,-7.4139473609675,2,1369.799096,91.35,0.066688612
"36",0,0,0,0.065263158,0,0,0,0.014736842,0,0,0,0.606315789,0.008421053,9973.098043,9511.105817,0.080275061,1643.614855,9.556546725,-0.673566617568334,0.314374446089751,0.225519596751219,-1.00498461464177,-0.421243337244769,27.203758748372,12.390893491109,-0.255698509466015,10.190393142451,11.480918179388,-0.0448421902129894,5.64598035812378,3.51941412428151,-16.6811862839593,-22.0794151140296,4.00901913487054,-8.605339767107,2,1403.369074,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0.841666667,2780.380011,12215.73139,0.120885982,1056.178386,9.184842139,0.0319318493207296,0.154570335850996,-0.164403622641283,-0.743739366531372,-0.242400631211162,20.538164944119,3.63280186123302,-0.147271324605981,10.661457847146,14.559544476596,-0.0313336490809775,5.59215021133423,3.05124344609,-3.99776060316298,-18.7489572871815,2.63192745283538,-10.0256081001431,1,1077.299289,0,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,0.974137931,19291.4154,19767.60101,0.045909267,1366.245663,1.383347982,-0.153911965754297,0.254444491629507,0.0536172506855983,-0.611392164230347,-0.29115773416033,23.930639987522,8.45173240237801,-0.191409902634973,10.644984407363,15.641917610168,-0.251845079309987,3.85855579376221,3.15268797874451,-8.54675629933675,-19.4947067260742,3.30526231628617,-8.82929731506148,1,2426.758399,0,0
"39",0,0,0,0,0,0,0,0,0,0.003623188,0,0.010869565,0.963768116,11837.6653,6564.341832,0.063183386,1248.571359,1.230297486,-0.216649008128378,0.197871485956354,-0.0674826109331418,-0.698531746864319,-0.236287048050002,24.94431491428,8.727903323703,-0.0772879232770265,10.860255945742,14.113309042794,-0.220653521468989,4.52271795272827,3.03482546976634,-8.2249077796936,-17.282894543239,3.15832340639401,-9.06636607724857,1,969.2993606,0,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0.955882353,5060.0089,6844.681389,0.114758412,1056.276556,1.512638253,-0.443798048628701,0.111698610525505,-0.207503365535362,-0.540275084120887,-0.220137258370717,29.113937717014,11.354259830051,-0.0508286469899986,10.795378018049,8.31861713954402,-0.0638133778289784,6.39250087738037,3.6502857208252,-11.1861005677117,-16.2078406470163,2.29391813589856,-10.2778477637596,1,1320.029129,0,0
"41",0.016666667,0,0.138888889,0,0,0.811111111,0.011111111,0,0,0,0,0,0,5176.391557,8667.934122,0.160343649,2043.769354,19.05529412,0.272593072719044,-0.441722164356631,-0.452067384922427,-0.672350892424583,0.0475699609401179,20.301461791992,10.190176582336,-0.514352424472008,8.93913401809402,4.39058333805599,-1.34705964879998,7.37950325012207,4.17766684974943,-13.0981893963284,-7.04094217845372,-2.87970082276787,-12.3371135424944,2,737.4595135,312.93,0.424335159
"42",0.006060606,0,0,0.236363636,0,0,0,0.018181818,0,0,0,0.672727273,0,12838.27494,4604.00261,0.092265775,2079.567822,10.99531569,-0.666683066222403,0.144470331520816,-0.0313788081695831,-0.82373321056366,-0.378312348929885,26.247763061523,10.462397003174,0.343293320899022,9.92230905270998,10.171728021958,0.421620375191026,5.69148540496826,4.02731476110571,-10.4259668880039,-13.8618998247034,-1.27895207810246,-10.9640087645038,1,545.5796401,0,0
"43",0,0,0,0.071428571,0.357142857,0,0.021978022,0.032967033,0.005494505,0,0,0.384615385,0,1390.314672,1777.760621,0.095380022,1586.606276,20.47480839,-0.782774324218432,-0.115793681612202,-0.779957300892063,-0.579787929852804,-0.347307591266881,22.348392062717,4.65529971652597,-0.20209877163802,8.69773490756199,12.835407680935,0.227188808465996,4.11938047409058,3.2916886276669,-3.12529623243544,-15.0926819377475,-0.623300701964137,-10.0119039124134,2,591.11961,73.98,0.125152336
"44",0.009090909,0,0,0.125,0,0,0,0,0,0,0,0.838636364,0,8201.50966,6514.889172,0.115307102,1972.052748,11.08186855,-0.339773980445332,0.188180543044034,-0.0253212679834927,-0.865699768066406,-0.368171628004585,21.978739759657,6.83045103285002,-2.09700298932597,7.96255969377899,11.55206934611,-1.75276271346303,4.20109844207764,2.86128338177999,-10.1311900880602,-16.8523273468018,0.186133877124661,-11.9024071537591,2,1276.919158,0,0
"45",0,0,0,0.07112069,0,0,0,0.051724138,0,0.308189655,0,0.525862069,0.002155172,12447.24594,3396.925411,0.081649166,1603.31668,25.19267051,-0.293208090133137,-0.142103886292651,-0.464795803712084,-0.252807734643712,-0.278940712899164,20.037254163954,4.897229978773,0.709959104949007,10.080972746307,14.32255228828,1.05992232428702,4.43572235107422,3.12304512192221,-4.2207953453064,-16.5891011462492,-1.48494354572172,-10.5875150331485,1,2342.788454,198.27,0.08462992
